Country,ISO,BoundaryType,BoundaryName,License,License Source,Source,Year,GeoJSON
Ecuador,ECU,ADM1,Ecuador,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2011,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ECU/ADM1/geoBoundaries-ECU-ADM1.geojson
Ecuador,ECU,ADM2,Ecuador,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/ecuador-admin-level-2-boundaries,data.humdata.org/dataset/ecuador-admin-level-2-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ECU/ADM2/geoBoundaries-ECU-ADM2.geojson
Egypt,EGY,ADM0,Egypt,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EGY/ADM0/geoBoundaries-EGY-ADM0.geojson
Egypt,EGY,ADM1,Egypt,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EGY/ADM1/geoBoundaries-EGY-ADM1.geojson
Egypt,EGY,ADM2,Egypt,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/egypt-administrative-boundaries-levels-0-3,data.humdata.org/dataset/egypt-administrative-boundaries-levels-0-3,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EGY/ADM2/geoBoundaries-EGY-ADM2.geojson
El Salvador,SLV,ADM0,El Salvador,Creative Commons Attribution-ShareAlike 2.0,osm-boundaries.com/,osm-boundaries.com/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLV/ADM0/geoBoundaries-SLV-ADM0.geojson
El Salvador,SLV,ADM1,El Salvador,Creative Commons Attribution-ShareAlike 2.0,osm-boundaries.com/,osm-boundaries.com/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLV/ADM1/geoBoundaries-SLV-ADM1.geojson
El Salvador,SLV,ADM2,El Salvador,Public Domain,commons.wikimedia.org/wiki/File,en.wikipedia.org/wiki/Municipalities_of_El_Salvador#/media/File,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLV/ADM2/geoBoundaries-SLV-ADM2.geojson
Equatorial Guinea,GNQ,ADM0,Equatorial Guinea,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNQ/ADM0/geoBoundaries-GNQ-ADM0.geojson
Equatorial Guinea,GNQ,ADM1,Equatorial Guinea,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNQ/ADM1/geoBoundaries-GNQ-ADM1.geojson
Equatorial Guinea,GNQ,ADM2,Equatorial Guinea,Creative Commons Attribution 4.0 International (CC BY 4.0),gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,gnq-data.forest-atlas.org/datasets/equatorial-guinea-gis-data-2013,2013,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNQ/ADM2/geoBoundaries-GNQ-ADM2.geojson
Eritrea,ERI,ADM0,Eritrea,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ERI/ADM0/geoBoundaries-ERI-ADM0.geojson
Eritrea,ERI,ADM1,Eritrea,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ERI/ADM1/geoBoundaries-ERI-ADM1.geojson
Eritrea,ERI,ADM2,Eritrea,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/eritrea-admin-level-1-boundaries,data.humdata.org/dataset/eritrea-admin-level-1-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ERI/ADM2/geoBoundaries-ERI-ADM2.geojson
Estonia,EST,ADM0,Estonia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM0/geoBoundaries-EST-ADM0.geojson
Estonia,EST,ADM1,Estonia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM1/geoBoundaries-EST-ADM1.geojson
Estonia,EST,ADM2,Estonia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM2/geoBoundaries-EST-ADM2.geojson
Estonia,EST,ADM3,Estonia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,osm-boundaries.com,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/EST/ADM3/geoBoundaries-EST-ADM3.geojson
Eswatini,SWZ,ADM0,Eswatini,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SWZ/ADM0/geoBoundaries-SWZ-ADM0.geojson
Eswatini,SWZ,ADM1,Eswatini,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SWZ/ADM1/geoBoundaries-SWZ-ADM1.geojson
Eswatini,SWZ,ADM2,Eswatini,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SWZ/ADM2/geoBoundaries-SWZ-ADM2.geojson
Ethiopia,ETH,ADM0,Ethiopia,Open Data Commons Open Database License 1.0,africaopendata.org/dataset/ethiopia-shapefiles,africaopendata.org/dataset/ethiopia-shapefiles,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM0/geoBoundaries-ETH-ADM0.geojson
Ethiopia,ETH,ADM1,Ethiopia,Creative Commons Attribution 4.0 (CC BY 4.0),africaopendata.org/dataset/ethiopia-shapefiles,africaopendata.org/dataset/ethiopia-shapefiles,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM1/geoBoundaries-ETH-ADM1.geojson
Ethiopia,ETH,ADM2,Ethiopia,Open Data Commons Open Database License 1.0,africaopendata.org/dataset/ethiopia-shapefiles,africaopendata.org/dataset/ethiopia-shapefiles,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM2/geoBoundaries-ETH-ADM2.geojson
Ethiopia,ETH,ADM3,Ethiopia,Open Data Commons Open Database License 1.0,africaopendata.org/dataset/ethiopia-shapefiles,africaopendata.org/dataset/ethiopia-shapefiles,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ETH/ADM3/geoBoundaries-ETH-ADM3.geojson
Falkland Islands (Malvinas),FLK,ADM0,Falkland Islands (Malvinas),Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FLK/ADM0/geoBoundaries-FLK-ADM0.geojson
Faroe Islands,FRO,ADM0,Faroe Islands,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRO/ADM0/geoBoundaries-FRO-ADM0.geojson
Fiji,FJI,ADM0,Fiji,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM0/geoBoundaries-FJI-ADM0.geojson
Fiji,FJI,ADM1,Fiji,Creative Commons Attribution 2.5 Generic,en.wikipedia.org/wiki/File,en.wikipedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM1/geoBoundaries-FJI-ADM1.geojson
Fiji,FJI,ADM2,Fiji,Creative Commons Attribution 4.0 (CC BY 4.0),pacificdata.org/data/geographic_data/2007_fji_phc_admin_boundaries/resource/5880cadb-2287-4eac-9f3d-8b321730e6cd,pacificdata.org/data/geographic_data/2007_fji_phc_admin_boundaries/resource/5880cadb-2287-4eac-9f3d-8b321730e6cd,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM2/geoBoundaries-FJI-ADM2.geojson
Fiji,FJI,ADM3,Fiji,Open Data Commons Open Database License 1.0,www.pacgeo.org/about/,www.pacgeo.org/layers/geonode,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM3/geoBoundaries-FJI-ADM3.geojson
Fiji,FJI,ADM4,Fiji,Creative Commons Attribution 4.0 (CC BY 4.0),pacificdata.org/data/dataset/2007_fji_phc_admin_boundaries,pacificdata.org/data/dataset/2007_fji_phc_admin_boundaries,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FJI/ADM4/geoBoundaries-FJI-ADM4.geojson
Finland,FIN,ADM0,Finland,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM0/geoBoundaries-FIN-ADM0.geojson
Finland,FIN,ADM1,Finland,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM1/geoBoundaries-FIN-ADM1.geojson
Finland,FIN,ADM2,Finland,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM2/geoBoundaries-FIN-ADM2.geojson
Finland,FIN,ADM3,Finland,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FIN/ADM3/geoBoundaries-FIN-ADM3.geojson
France,FRA,ADM0,France,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,creativecommons.org/publicdomain/zero/1.0/deed.en,commons.wikimedia.org/wiki/File,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM0/geoBoundaries-FRA-ADM0.geojson
France,FRA,ADM1,France,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM1/geoBoundaries-FRA-ADM1.geojson
France,FRA,ADM2,France,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM2/geoBoundaries-FRA-ADM2.geojson
France,FRA,ADM3,France,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM3/geoBoundaries-FRA-ADM3.geojson
France,FRA,ADM4,France,Open Data Commons Open Database License 1.0,www.data.gouv.fr/en/datasets/contours-osm-des-cantons-electoraux-departementaux-2015/,www.data.gouv.fr/en/datasets/contours-osm-des-cantons-electoraux-departementaux-2015/,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FRA/ADM4/geoBoundaries-FRA-ADM4.geojson
French Guiana,GUF,ADM0,French Guiana,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GUF/ADM0/geoBoundaries-GUF-ADM0.geojson
French Guiana,GUF,ADM3,French Guiana,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GUF/ADM3/geoBoundaries-GUF-ADM3.geojson
French Polynesia,PYF,ADM0,French Polynesia,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/PYF/ADM0/geoBoundaries-PYF-ADM0.geojson
Gabon,GAB,ADM0,Gabon,Creative Commons Attribution-ShareAlike 3.0 Unported,en.wikipedia.org/wiki/Subdivisions_of_Gabon#/media/File,en.wikipedia.org/wiki/Subdivisions_of_Gabon#/media/File,2005,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GAB/ADM0/geoBoundaries-GAB-ADM0.geojson
Gabon,GAB,ADM1,Gabon,Creative Commons Attribution-ShareAlike 3.0 Unported,en.wikipedia.org/wiki/Subdivisions_of_Gabon#/media/File,en.wikipedia.org/wiki/Subdivisions_of_Gabon#/media/File,2005,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GAB/ADM1/geoBoundaries-GAB-ADM1.geojson
Gabon,GAB,ADM2,Gabon,Creative Commons Attribution 3.0 License,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GAB/ADM2/geoBoundaries-GAB-ADM2.geojson
Gambia,GMB,ADM0,Gambia,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,blogs.worldbank.org/opendata/hidden-potential-mobile-phone-data-insights-covid-19-gambia,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM0/geoBoundaries-GMB-ADM0.geojson
Gambia,GMB,ADM1,Gambia,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,blogs.worldbank.org/opendata/hidden-potential-mobile-phone-data-insights-covid-19-gambia,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM1/geoBoundaries-GMB-ADM1.geojson
Gambia,GMB,ADM2,Gambia,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,blogs.worldbank.org/opendata/hidden-potential-mobile-phone-data-insights-covid-19-gambia,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM2/geoBoundaries-GMB-ADM2.geojson
Gambia,GMB,ADM3,Gambia,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/search/dataset/0038034,blogs.worldbank.org/opendata/hidden-potential-mobile-phone-data-insights-covid-19-gambia,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GMB/ADM3/geoBoundaries-GMB-ADM3.geojson
Georgia,GEO,ADM0,Georgia,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GEO/ADM0/geoBoundaries-GEO-ADM0.geojson
Georgia,GEO,ADM1,Georgia,Creative Commons Attribution 3.0 License,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GEO/ADM1/geoBoundaries-GEO-ADM1.geojson
Georgia,GEO,ADM2,Georgia,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GEO/ADM2/geoBoundaries-GEO-ADM2.geojson
Germany,DEU,ADM0,Germany,Data license Germany - Attribution - Version 2.0,www.govdata.de/dl-de/by-2-0,gdz.bkg.bund.de/index.php/default/digitale-geodaten/verwaltungsgebiete/nuts-gebiete-1-250-000-stand-31-12-nuts250-31-12.html,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/DEU/ADM0/geoBoundaries-DEU-ADM0.geojson
Germany,DEU,ADM1,Germany,Data license Germany - Attribution - Version 2.0,www.govdata.de/dl-de/by-2-0,gdz.bkg.bund.de/index.php/default/digitale-geodaten/verwaltungsgebiete/nuts-gebiete-1-250-000-stand-31-12-nuts250-31-12.html,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/DEU/ADM1/geoBoundaries-DEU-ADM1.geojson
Germany,DEU,ADM2,Germany,Data license Germany - Attribution - Version 2.0,www.govdata.de/dl-de/by-2-0,gdz.bkg.bund.de/index.php/default/digitale-geodaten/verwaltungsgebiete/nuts-gebiete-1-250-000-stand-31-12-nuts250-31-12.html,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/DEU/ADM2/geoBoundaries-DEU-ADM2.geojson
Germany,DEU,ADM3,Germany,Data license Germany - Attribution - Version 2.0,www.govdata.de/dl-de/by-2-0,gdz.bkg.bund.de/index.php/default/digitale-geodaten/verwaltungsgebiete/nuts-gebiete-1-250-000-stand-31-12-nuts250-31-12.html,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/DEU/ADM3/geoBoundaries-DEU-ADM3.geojson
Ghana,GHA,ADM0,Ghana,Public Domain,purl.stanford.edu/rh271yg5585,purl.stanford.edu/rh271yg5585,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GHA/ADM0/geoBoundaries-GHA-ADM0.geojson
Ghana,GHA,ADM1,Ghana,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,osm-boundaries.com/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GHA/ADM1/geoBoundaries-GHA-ADM1.geojson
Ghana,GHA,ADM2,Ghana,Creative Commons Attribution 4.0 International (CC BY 4.0),creativecommons.org/licenses/by/4.0/,hub.arcgis.com/datasets/USAID-Ghana-HPNO,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GHA/ADM2/geoBoundaries-GHA-ADM2.geojson
Gibraltar,GIB,ADM0,Gibraltar,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIB/ADM0/geoBoundaries-GIB-ADM0.geojson
Greece,GRC,ADM0,Greece,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/gree,data.humdata.org/dataset/gree,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRC/ADM0/geoBoundaries-GRC-ADM0.geojson
Greece,GRC,ADM1,Greece,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/gree,data.humdata.org/dataset/gree,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRC/ADM1/geoBoundaries-GRC-ADM1.geojson
Greece,GRC,ADM2,Greece,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/gree,data.humdata.org/dataset/gree,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRC/ADM2/geoBoundaries-GRC-ADM2.geojson
Greece,GRC,ADM3,Greece,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2010,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRC/ADM3/geoBoundaries-GRC-ADM3.geojson
Greenland,GRL,ADM0,Greenland,Creative Commons Attribution-ShareAlike 2.0,download.geofabrik.de/north-america/greenland.html,download.geofabrik.de/north-america/greenland.html,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRL/ADM0/geoBoundaries-GRL-ADM0.geojson
Greenland,GRL,ADM1,Greenland,Creative Commons Attribution-ShareAlike 3.0 Unported,creativecommons.org/licenses/by-sa/3.0/de/legalcode,en.wikipedia.org/wiki/Qeqertalik#/media/File,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRL/ADM1/geoBoundaries-GRL-ADM1.geojson
Grenada,GRD,ADM0,Grenada,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRD/ADM0/geoBoundaries-GRD-ADM0.geojson
Grenada,GRD,ADM1,Grenada,Creative Commons Attribution-ShareAlike 2.0,osm-boundaries.com/,www.openstreetmap.org/copyright,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GRD/ADM1/geoBoundaries-GRD-ADM1.geojson
Guadeloupe,GLP,ADM0,Guadeloupe,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GLP/ADM0/geoBoundaries-GLP-ADM0.geojson
Guadeloupe,GLP,ADM4,Guadeloupe,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GLP/ADM4/geoBoundaries-GLP-ADM4.geojson
Guam,GUM,ADM0,Guam,Creative Commons Attribution 4.0 (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GUM/ADM0/geoBoundaries-GUM-ADM0.geojson
Guam,GUM,ADM2,Guam,Public Domain,www.census.gov/about/policies/open-gov/open-data.html,www.census.gov/geographies/mapping-files/time-series/geo/cartographic-boundary.html,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GUM/ADM2/geoBoundaries-GUM-ADM2.geojson
Guatemala,GTM,ADM0,Guatemala,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GTM/ADM0/geoBoundaries-GTM-ADM0.geojson
Guatemala,GTM,ADM1,Guatemala,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GTM/ADM1/geoBoundaries-GTM-ADM1.geojson
Guatemala,GTM,ADM2,Guatemala,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,data.humdata.org/dataset/guatemala-administrative-level-0-national-1-departments-and-2-municipalities,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GTM/ADM2/geoBoundaries-GTM-ADM2.geojson
Guernsey,GGY,ADM0,Guernsey,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GGY/ADM0/geoBoundaries-GGY-ADM0.geojson
Guinea,GIN,ADM0,Guinea,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,osm-boundaries.com/Download/Submit?apiKey=112e2c3e43c0fc5af2ebcb4ebd154523&db=osm20200907&osmIds=-192778,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM0/geoBoundaries-GIN-ADM0.geojson
Guinea,GIN,ADM1,Guinea,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guinea-geodatabase,ckan.ev.openindustry.in/pt_BR/dataset/guinea-geodatabase/resource/4ed92c38-a5ea-4c53-a4c8-1b01f2fcec32?inner_span=True,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM1/geoBoundaries-GIN-ADM1.geojson
Guinea,GIN,ADM2,Guinea,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guinea-geodatabase,ckan.ev.openindustry.in/pt_BR/dataset/guinea-geodatabase/resource/4ed92c38-a5ea-4c53-a4c8-1b01f2fcec32?inner_span=True,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM2/geoBoundaries-GIN-ADM2.geojson
Guinea,GIN,ADM3,Guinea,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/guinea-geodatabase,data.humdata.org/dataset/guinea-geodatabase,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GIN/ADM3/geoBoundaries-GIN-ADM3.geojson
Guinea-Bissau,GNB,ADM0,Guinea-Bissau,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNB/ADM0/geoBoundaries-GNB-ADM0.geojson
Guinea-Bissau,GNB,ADM1,Guinea-Bissau,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/GNB/ADM1/geoBoundaries-GNB-ADM1.geojson
